yr,mo,dy,dia,mes,year,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1959,9,26,26,9,1959,IL,1,0,0,3993,-9083,4012,-9057,188,10
1959,9,26,26,9,1959,IL,1,0,0,418,-895,0,0,1,10
1959,9,26,26,9,1959,IL,1,0,0,422,-8883,0,0,30,10
1959,9,26,26,9,1959,IL,1,14,0,4213,-8803,4225,-8785,121,10
1959,9,26,26,9,1959,IL,1,0,0,3803,-8938,0,0,3,130
1959,9,26,26,9,1959,IL,1,0,0,4165,-8835,4168,-8828,30,10
1959,9,26,26,9,1959,IL,2,0,0,4195,-901,4198,-9003,33,40
1959,9,26,26,9,1959,IL,2,0,0,4118,-9037,413,-9017,129,10
1959,9,26,26,9,1959,IL,2,0,0,4117,-8965,412,-896,19,40
1959,9,26,26,9,1959,IL,2,0,0,4132,-8913,4135,-8903,51,10
1959,9,26,26,9,1959,IL,2,0,0,4197,-8797,4203,-878,93,10
1959,9,26,26,9,1959,IL,2,0,1,409,-9063,4095,-9055,49,300
1959,9,26,26,9,1959,IN,1,0,0,3932,-8585,0,0,1,10
1959,9,26,26,9,1959,MO,0,0,0,3757,-9428,0,0,1,10
1959,9,26,26,9,1959,MO,1,3,0,3988,-948,0,0,2,10
1959,9,26,26,9,1959,MO,1,0,0,4018,-9455,402,-945,19,50
1959,9,26,26,9,1959,MO,1,0,0,4002,-9485,0,0,2,10
1959,9,26,26,9,1959,MO,2,0,0,4032,-9375,4037,-9362,54,50
1959,9,26,26,9,1959,MO,4,0,0,3735,-9267,3743,-9257,78,100
1959,9,26,26,9,1959,WI,1,2,0,4273,-8822,427,-8783,194,50
1959,9,26,26,9,1959,WI,2,3,0,4295,-8797,0,0,15,33
1959,9,27,27,9,1959,IL,2,1,0,4047,-906,4055,-9045,94,200
1959,9,27,27,9,1959,KS,2,0,0,3705,-952,3712,-951,72,440
1959,9,27,27,9,1959,MO,0,0,0,3907,-9207,0,0,1,10
1959,9,27,27,9,1959,MO,1,0,0,3935,-928,3942,-9273,41,50
1959,9,27,27,9,1959,MO,1,1,0,3773,-933,0,0,2,10
1959,9,27,27,9,1959,MO,2,0,0,3903,-9267,3908,-925,64,50
1959,9,27,27,9,1959,OK,4,1,1,3685,-9525,3712,-951,204,440
1959,9,28,28,9,1959,IN,1,0,0,4123,-8623,0,0,1,10
1959,9,28,28,9,1959,IN,2,0,0,4087,-865,0,0,1,10
1959,9,28,28,9,1959,MO,1,1,0,3837,-9182,384,-9172,57,100
1959,9,28,28,9,1959,MO,1,0,0,3878,-9222,0,0,1,10
1959,9,28,28,9,1959,TX,0,0,0,3137,-9622,0,0,10,33
1959,9,29,29,9,1959,NC,1,0,0,361,-799,0,0,1,10
1959,9,29,29,9,1959,NC,1,0,0,3612,-7875,0,0,1,10
1959,9,29,29,9,1959,TX,0,0,0,2893,-962,0,0,20,17
1959,9,30,30,9,1959,SC,1,0,0,3358,-790,0,0,3,100
1959,9,30,30,9,1959,VA,3,0,0,3787,-783,379,-7818,65,880
1959,9,30,30,9,1959,VA,3,9,1,383,-7843,0,0,20,100
1959,9,30,30,9,1959,VA,3,4,11,3805,-7862,0,0,8,200
1959,10,2,2,10,1959,OK,1,0,0,3677,-9577,0,0,20,10
1959,10,3,3,10,1959,TX,1,0,0,3247,-9738,0,0,5,100
1959,10,3,3,10,1959,TX,1,0,0,3273,-9723,0,0,10,100
1959,10,4,4,10,1959,KS,1,0,0,3743,-9517,0,0,1,10
1959,10,4,4,10,1959,MO,0,0,0,390,-9237,0,0,2,10
1959,10,4,4,10,1959,MO,0,0,0,3923,-9225,0,0,2,17
1959,10,4,4,10,1959,MO,0,0,0,3948,-9207,0,0,2,10
1959,10,4,4,10,1959,OK,2,2,0,338,-962,3385,-9623,43,200
1959,10,4,4,10,1959,TX,1,0,0,3247,-9738,3263,-9728,130,50
1959,10,4,4,10,1959,TX,3,5,0,3277,-9658,3313,-9642,276,67
1959,10,6,6,10,1959,OH,2,0,0,4135,-8122,414,-8102,105,100
1959,10,8,8,10,1959,IL,2,1,0,4233,-8823,0,0,20,90
1959,10,8,8,10,1959,MI,1,0,0,4188,-8583,420,-8565,121,10
1959,10,8,8,10,1959,WI,2,0,0,432,-8852,0,0,10,10
1959,10,8,8,10,1959,WI,2,2,0,4277,-8807,0,0,22,33
1959,10,9,9,10,1959,VA,2,0,0,3675,-7598,0,0,10,300
1959,10,10,10,10,1959,IL,2,0,0,3895,-9015,3912,-8927,487,33
1959,10,10,10,10,1959,IN,1,0,0,3857,-8635,0,0,1,10
1959,10,12,12,10,1959,FL,1,0,0,2912,-8135,0,0,10,70
1959,10,12,12,10,1959,TX,1,0,0,2773,-9743,0,0,20,17
1959,10,15,15,10,1959,NC,1,1,0,340,-779,0,0,3,27
1959,10,17,17,10,1959,FL,0,0,0,272,-8025,0,0,1,10
1959,10,17,17,10,1959,FL,0,0,0,2643,-821,0,0,1,10
1959,10,23,23,10,1959,MI,1,0,0,4388,-8527,0,0,1,10
1959,11,2,2,11,1959,AZ,1,0,0,346,-1124,0,0,1,200
1959,11,2,2,11,1959,TX,0,0,0,2808,-9733,0,0,10,47
1959,11,3,3,11,1959,OK,1,0,0,339,-9473,0,0,1,10
1959,11,3,3,11,1959,TX,2,0,0,3308,-9723,0,0,12,300
1959,11,3,3,11,1959,TX,2,0,0,2995,-9903,3003,-9892,91,1760
1959,11,3,3,11,1959,TX,2,0,0,3357,-9785,0,0,5,33
1959,11,4,4,11,1959,AK,0,0,0,5981,-14459,5981,-14459,2,10
1959,11,4,4,11,1959,MS,1,0,0,321,-9007,3215,-9002,49,17
1959,11,4,4,11,1959,TX,3,3,0,3203,-9585,3232,-9558,251,67
1959,11,4,4,11,1959,TX,3,0,0,3243,-9443,3243,-9417,155,67
1959,11,22,22,11,1959,MS,1,0,0,3335,-8957,0,0,1,10
1959,12,11,11,12,1959,MO,1,0,0,3745,-9317,3748,-9308,51,30
1959,12,26,26,12,1959,KS,2,0,0,3903,-9732,0,0,20,10
1960,1,12,12,1,1960,MO,1,0,0,4027,-949,4028,-9488,1,17
1960,1,14,14,1,1960,AR,1,0,0,3518,-9245,3523,-9237,61,17
1960,1,14,14,1,1960,LA,0,0,0,3247,-9375,3252,-937,45,20
1960,1,14,14,1,1960,OK,2,0,0,347,-968,0,0,1,10
1960,1,14,14,1,1960,TX,0,0,0,3277,-10088,0,0,20,33
1960,1,14,14,1,1960,TX,1,3,0,3372,-9668,0,0,2,17
1960,1,14,14,1,1960,TX,2,1,0,3313,-9582,0,0,3,33
1960,1,28,28,1,1960,TX,1,0,0,2983,-9383,0,0,20,33
1960,1,29,29,1,1960,AL,1,0,0,3063,-881,0,0,1,10
1960,2,3,3,2,1960,LA,2,8,0,298,-908,2983,-9075,43,100
1960,2,4,4,2,1960,AR,1,2,0,353,-9158,3537,-915,64,83
1960,2,4,4,2,1960,MS,1,0,0,3232,-898,3257,-8975,175,50
1960,2,4,4,2,1960,MS,1,0,0,3157,-8888,0,0,1,10
1960,2,9,9,2,1960,AR,0,0,0,3412,-9308,0,0,20,250
1960,2,9,9,2,1960,AR,3,10,0,3535,-9132,354,-9128,38,100
1960,2,9,9,2,1960,IL,1,2,0,3873,-8988,0,0,1,10
1960,2,9,9,2,1960,IL,1,0,0,3925,-8815,0,0,10,27
1960,2,9,9,2,1960,IL,2,1,0,3797,-890,3818,-887,240,77
1960,2,9,9,2,1960,MO,2,0,0,377,-9055,3777,-904,93,100
1960,2,9,9,2,1960,OK,1,0,0,369,-9487,3695,-9473,82,200
1960,2,9,9,2,1960,OK,1,0,0,3693,-9517,0,0,3,10
1960,2,13,13,2,1960,FL,1,0,0,2775,-8153,0,0,1,27
1960,2,17,17,2,1960,LA,1,0,0,302,-9333,0,0,10,100
1960,2,17,17,2,1960,LA,1,0,0,302,-9197,303,-9183,106,183
1960,2,17,17,2,1960,TX,2,3,0,2977,-958,298,-9573,49,100
1960,2,18,18,2,1960,FL,1,0,0,280,-8242,0,0,5,100
1960,2,18,18,2,1960,FL,2,0,0,3017,-8585,302,-8573,76,400
1960,2,18,18,2,1960,NC,1,0,0,347,-780,0,0,1,10
1960,2,18,18,2,1960,NC,1,0,0,3523,-809,354,-8053,237,10
1960,2,18,18,2,1960,NC,1,0,0,3563,-8012,0,0,1,10
1960,2,18,18,2,1960,NC,1,0,0,3542,-7875,0,0,15,100
1960,2,18,18,2,1960,VA,1,0,0,3698,-7663,0,0,10,50
1960,2,18,18,2,1960,VA,1,0,0,3833,-7747,0,0,20,20
1960,2,20,20,2,1960,OK,1,0,0,3575,-9837,3578,-9822,87,50
1960,2,25,25,2,1960,FL,0,0,0,3025,-8175,0,0,1,33
1960,2,25,25,2,1960,FL,2,2,0,3047,-8158,0,0,1,100
1960,2,25,25,2,1960,FL,3,0,0,302,-8263,0,0,8,100
1960,3,3,3,3,1960,FL,2,6,0,2855,-8188,0,0,1,10
1960,3,8,8,3,1960,OR,1,0,0,4477,-12288,0,0,10,10
1960,3,15,15,3,1960,FL,1,0,0,2813,-8193,0,0,10,100
1960,3,16,16,3,1960,FL,0,0,0,280,-8217,0,0,5,50
1960,3,16,16,3,1960,FL,1,0,0,2805,-8248,0,0,1,10
1960,3,17,17,3,1960,FL,0,0,0,2758,-8277,0,0,1,10
1960,3,24,24,3,1960,MS,1,0,0,3233,-9035,0,0,1,10
1960,3,28,28,3,1960,OK,2,0,0,363,-999,3647,-9952,242,200
1960,3,29,29,3,1960,AL,2,0,0,316,-873,3163,-8722,57,50
1960,3,29,29,3,1960,IA,2,0,0,4067,-9133,4077,-913,66,200
1960,3,29,29,3,1960,IL,2,0,0,3935,-900,0,0,1,10
1960,3,29,29,3,1960,IL,2,0,0,3817,-900,3845,-898,223,130
1960,3,29,29,3,1960,LA,0,0,0,308,-9037,0,0,5,33
1960,3,29,29,3,1960,MO,1,0,0,4008,-9362,0,0,3,100
1960,3,29,29,3,1960,MO,1,0,0,3663,-8992,0,0,25,17
1960,3,29,29,3,1960,MO,1,1,0,3687,-8955,0,0,2,17
1960,3,30,30,3,1960,FL,2,0,0,3085,-8627,0,0,1,10
1960,3,30,30,3,1960,GA,1,0,0,323,-8492,0,0,6,300
1960,3,30,30,3,1960,IN,2,0,0,399,-8585,0,0,1,50
1960,3,30,30,3,1960,NC,1,0,0,3623,-807,3635,-797,562,50
1960,3,30,30,3,1960,SC,2,0,0,3442,-820,3445,-8183,98,50
1960,3,30,30,3,1960,SC,2,0,0,3425,-8145,3427,-8135,59,57
1960,3,30,30,3,1960,TN,2,1,0,3545,-8678,3552,-8667,82,10
1960,3,31,31,3,1960,KS,1,0,0,3808,-9733,0,0,1,10
1960,3,31,31,3,1960,OK,1,0,0,3677,-973,0,0,2,100
1960,3,31,31,3,1960,OK,1,0,0,364,-9752,0,0,20,50
1960,3,31,31,3,1960,OK,1,0,0,363,-9755,0,0,15,17
1960,3,31,31,3,1960,OK,1,0,0,363,-972,0,0,20,100
1960,4,3,3,4,1960,FL,2,0,0,3018,-8572,0,0,1,10
1960,4,4,4,4,1960,GA,1,0,0,3075,-845,0,0,5,33
1960,4,10,10,4,1960,FL,2,0,0,3047,-843,0,0,1,77
1960,4,12,12,4,1960,NE,1,0,0,4133,-10215,0,0,1,10
1960,4,12,12,4,1960,OK,1,0,0,3665,-10263,0,0,2,300
1960,4,12,12,4,1960,OK,2,3,0,367,-9988,0,0,1,10
1960,4,12,12,4,1960,TX,1,0,0,3432,-10273,0,0,10,33
1960,4,12,12,4,1960,TX,2,3,0,3463,-10272,0,0,10,67
1960,4,12,12,4,1960,TX,3,32,3,3435,-1023,344,-10223,52,100
1960,4,13,13,4,1960,KS,2,0,0,389,-9753,0,0,10,150
1960,4,14,14,4,1960,AR,1,0,0,3448,-9373,3452,-936,79,600
1960,4,14,14,4,1960,AR,3,3,0,3547,-9428,3552,-9405,136,833
1960,4,14,14,4,1960,AR,3,0,0,3547,-934,0,0,20,100
1960,4,15,15,4,1960,KS,0,0,0,3905,-950,0,0,1,10
1960,4,15,15,4,1960,KS,3,2,0,3858,-9465,387,-9453,84,500
1960,4,16,16,4,1960,IA,1,0,0,4083,-9183,4095,-9157,158,500
1960,4,16,16,4,1960,IA,2,0,0,408,-933,409,-9317,95,200
1960,4,16,16,4,1960,IA,3,5,1,4233,-9258,425,-920,298,800
1960,4,16,16,4,1960,IL,1,0,0,4033,-8963,4037,-8958,27,60
1960,4,16,16,4,1960,IL,1,0,0,416,-8822,0,0,1,10
1960,4,16,16,4,1960,IN,1,0,0,4005,-856,0,0,1,10
1960,4,16,16,4,1960,IN,1,0,0,3983,-861,0,0,1,10
1960,4,16,16,4,1960,IN,1,0,0,4098,-8667,0,0,1,10
1960,4,16,16,4,1960,KS,1,0,0,3752,-9705,0,0,3,10
1960,4,16,16,4,1960,KS,1,0,0,3757,-9625,0,0,10,10
1960,4,16,16,4,1960,KS,2,1,0,378,-9683,0,0,1,10
1960,4,16,16,4,1960,KS,2,1,0,376,-9713,3767,-9698,93,10
1960,4,16,16,4,1960,KS,3,0,0,3848,-9528,3858,-9517,92,77
1960,4,16,16,4,1960,MI,1,0,0,4293,-8572,0,0,15,300
1960,4,16,16,4,1960,MO,2,0,0,4047,-9342,4053,-9285,296,100
1960,4,16,16,4,1960,MO,3,4,0,403,-9443,4042,-9393,270,300
1960,4,16,16,4,1960,OH,0,0,0,411,-837,0,0,8,77
1960,4,16,16,4,1960,OK,1,0,0,363,-960,0,0,1,10
1960,4,16,16,4,1960,OK,1,0,0,3697,-9535,0,0,10,100
1960,4,16,16,4,1960,OK,2,0,0,3628,-9798,0,0,1,50
1960,4,16,16,4,1960,OK,2,2,0,366,-952,3663,-9515,38,200
1960,4,17,17,4,1960,IL,1,0,0,3835,-8937,0,0,1,10
1960,4,17,17,4,1960,IL,1,4,0,3705,-892,0,0,10,60
1960,4,17,17,4,1960,IL,2,0,0,3892,-8867,3908,-8832,219,200
1960,4,18,18,4,1960,NJ,1,0,0,4013,-7452,0,0,5,50
1960,4,21,21,4,1960,TX,2,0,0,3082,-10293,0,0,3,67
1960,4,23,23,4,1960,WI,1,0,0,4567,-9075,457,-907,19,10
1960,4,23,23,4,1960,WY,3,1,0,4103,-10522,410,-10488,172,33
1960,4,24,24,4,1960,WI,1,0,0,4403,-8802,0,0,10,10
1960,4,25,25,4,1960,IL,1,0,0,3812,-8968,0,0,5,20
1960,4,26,26,4,1960,MD,1,0,0,3913,-7665,0,0,2,30
1960,4,26,26,4,1960,NM,0,0,0,327,-1031,0,0,5,20
1960,4,26,26,4,1960,TX,1,0,0,2778,-9742,0,0,3,17
1960,4,26,26,4,1960,TX,1,0,0,3138,-9985,3138,-9983,13,13
1960,4,26,26,4,1960,TX,2,0,0,3113,-10222,3113,-10203,109,200
1960,4,27,27,4,1960,TX,1,0,0,3172,-9713,0,0,2,17
1960,4,28,28,4,1960,KS,3,6,0,377,-9758,3777,-9748,71,440
1960,4,28,28,4,1960,OK,0,0,0,358,-9835,0,0,1,10
1960,4,28,28,4,1960,OK,2,1,0,3517,-9795,352,-9792,36,200
1960,4,28,28,4,1960,OK,2,0,0,3518,-9785,3522,-9782,33,200
1960,4,28,28,4,1960,OK,2,0,0,3518,-9795,0,0,20,300
1960,4,28,28,4,1960,OK,2,0,0,3533,-9762,3537,-9748,78,500
1960,4,28,28,4,1960,OK,2,0,0,3517,-9718,0,0,1,10
1960,4,28,28,4,1960,OK,2,6,0,3532,-9755,3533,-9748,38,400
1960,4,28,28,4,1960,OK,2,1,3,3535,-9653,3542,-9647,61,800
1960,4,28,28,4,1960,OK,3,0,0,3525,-9833,3527,-9828,33,100
1960,4,28,28,4,1960,OK,3,2,0,3522,-9795,3525,-979,36,200
1960,4,28,28,4,1960,OK,3,1,0,353,-9783,0,0,15,200
1960,4,28,28,4,1960,OK,3,57,0,3542,-9755,3553,-974,117,333
1960,4,29,29,4,1960,KS,1,0,0,3768,-9547,0,0,1,10
1960,4,29,29,4,1960,LA,1,0,0,298,-9213,301,-917,332,450
1960,4,29,29,4,1960,LA,2,4,0,303,-928,304,-926,138,1667
1960,4,29,29,4,1960,OK,0,0,0,3683,-973,0,0,1,10
1960,4,30,30,4,1960,IL,1,0,0,4027,-8923,0,0,2,30
1960,4,30,30,4,1960,IN,1,1,0,416,-8705,0,0,1,10
1960,5,2,2,5,1960,FL,0,0,0,2675,-8093,0,0,1,10
1960,5,3,3,5,1960,OK,1,0,0,3637,-993,0,0,5,100
1960,5,3,3,5,1960,TX,1,0,0,296,-9695,0,0,2,17
1960,5,4,4,5,1960,AR,2,0,0,3555,-9117,0,0,10,417
1960,5,4,4,5,1960,KS,0,0,0,3943,-10155,0,0,5,10
1960,5,4,4,5,1960,KS,2,0,0,3863,-10007,387,-9998,61,1000
1960,5,4,4,5,1960,KS,2,0,0,3863,-9983,0,0,1,10
1960,5,4,4,5,1960,KS,3,0,0,3938,-10155,3938,-10142,71,10
1960,5,4,4,5,1960,OK,1,0,0,3417,-988,0,0,10,10
1960,5,4,4,5,1960,OK,1,0,0,3417,-9868,0,0,10,50
1960,5,4,4,5,1960,OK,1,3,0,3473,-984,0,0,1,10
1960,5,4,4,5,1960,OK,1,0,0,3425,-9825,0,0,1,10
1960,5,4,4,5,1960,OK,1,0,0,347,-9825,0,0,1,10
1960,5,4,4,5,1960,OK,2,0,0,3437,-9832,3443,-9828,49,150
1960,5,4,4,5,1960,OK,2,0,0,3513,-974,3518,-9733,52,50
1960,5,4,4,5,1960,OK,3,0,0,3463,-979,0,0,1,10
1960,5,4,4,5,1960,OK,3,6,0,3482,-9683,350,-966,183,10
1960,5,4,4,5,1960,OK,3,4,0,3552,-9762,3557,-9755,51,400
1960,5,4,4,5,1960,OK,4,0,0,3495,-968,3505,-9673,80,10
1960,5,4,4,5,1960,OK,4,3,0,3402,-957,3438,-9542,308,150
1960,5,4,4,5,1960,TX,0,0,0,3402,-10097,0,0,1,10
1960,5,4,4,5,1960,TX,0,0,0,3292,-9807,0,0,10,20
1960,5,4,4,5,1960,TX,1,0,0,3205,-9838,0,0,2,10
1960,5,4,4,5,1960,TX,1,0,0,3288,-9797,0,0,15,33
1960,5,4,4,5,1960,TX,1,0,0,330,-971,0,0,20,67
1960,5,4,4,5,1960,TX,1,0,0,3312,-956,0,0,10,30
1960,5,4,4,5,1960,TX,2,0,0,3208,-984,0,0,3,33
1960,5,4,4,5,1960,TX,3,12,0,328,-9743,3287,-9733,74,500
1960,5,5,5,5,1960,AL,1,0,0,3093,-8822,3085,-8805,115,10
1960,5,5,5,5,1960,AR,2,0,0,352,-922,0,0,8,417
1960,5,5,5,5,1960,AR,2,1,0,3582,-942,360,-940,169,10
1960,5,5,5,5,1960,AR,2,1,0,3612,-9392,3615,-9368,132,167
1960,5,5,5,5,1960,AR,2,2,0,3535,-9333,0,0,20,100
1960,5,5,5,5,1960,IA,1,0,0,4167,-9395,0,0,10,100
1960,5,5,5,5,1960,IA,2,0,0,4197,-948,4205,-9455,138,150
1960,5,5,5,5,1960,MO,0,0,0,3788,-9315,0,0,2,13
1960,5,5,5,5,1960,NE,1,0,0,417,-9723,0,0,1,10
1960,5,5,5,5,1960,OK,0,0,0,3435,-9903,0,0,1,10
1960,5,5,5,5,1960,OK,1,6,0,3623,-9552,0,0,1,10
1960,5,5,5,5,1960,OK,1,0,0,3588,-949,3595,-949,46,10
1960,5,5,5,5,1960,OK,2,0,0,3492,-9578,3495,-9573,41,500
1960,5,5,5,5,1960,OK,2,0,0,3575,-9567,358,-956,49,100
1960,5,5,5,5,1960,OK,2,2,0,3665,-9512,370,-9462,366,500
1960,5,5,5,5,1960,OK,2,0,0,3463,-9717,3457,-971,59,10
1960,5,5,5,5,1960,OK,2,0,0,3593,-9542,3598,-9535,51,200
1960,5,5,5,5,1960,OK,2,0,0,3528,-9558,0,0,10,400
1960,5,5,5,5,1960,OK,2,0,0,365,-951,3657,-9502,64,10
1960,5,5,5,5,1960,OK,2,6,2,353,-955,3542,-9535,117,200
1960,5,5,5,5,1960,OK,3,0,0,3477,-975,3483,-974,73,200
1960,5,5,5,5,1960,OK,3,0,0,3495,-9725,3613,-9618,1019,400
1960,5,5,5,5,1960,OK,3,0,1,3538,-9448,3543,-9443,45,10
1960,5,5,5,5,1960,OK,3,0,1,3518,-9478,3552,-947,237,10
1960,5,5,5,5,1960,OK,3,15,2,3548,-9585,0,0,8,150
1960,5,5,5,5,1960,OK,4,13,5,3538,-9455,3545,-945,54,10
1960,5,5,5,5,1960,OK,4,106,16,3488,-953,3545,-9482,624,200
1960,5,5,5,5,1960,OK,5,81,5,3528,-9693,3605,-9607,718,800
1960,5,5,5,5,1960,TX,0,0,0,3297,-9682,0,0,1,13
1960,5,5,5,5,1960,TX,0,0,0,3295,-969,0,0,1,10
1960,5,5,5,5,1960,TX,2,0,0,3255,-9415,3255,-9413,13,33
1960,5,6,6,5,1960,AR,1,0,0,3472,-9233,3475,-923,33,500
1960,5,6,6,5,1960,AR,1,0,0,3585,-901,360,-8993,140,100
1960,5,6,6,5,1960,AR,2,4,0,3545,-925,3552,-9238,82,333
1960,5,6,6,5,1960,AR,2,0,0,3455,-9233,3463,-9218,103,200
1960,5,6,6,5,1960,AR,2,2,0,338,-9345,0,0,26,320
1960,5,6,6,5,1960,AR,2,0,0,3387,-9228,3397,-9197,193,10
1960,5,6,6,5,1960,AR,2,3,0,3513,-9192,3525,-917,146,500
1960,5,6,6,5,1960,AR,3,30,1,351,-9262,3532,-9223,267,300
1960,5,6,6,5,1960,IL,1,0,0,3865,-8845,0,0,10,100
1960,5,6,6,5,1960,IL,1,0,0,398,-8878,0,0,3,100
1960,5,6,6,5,1960,IL,1,0,0,393,-9038,397,-8975,435,50
1960,5,6,6,5,1960,IL,2,0,0,395,-883,397,-880,209,130
1960,5,6,6,5,1960,MO,1,0,0,3797,-9297,0,0,2,13
1960,5,6,6,5,1960,MO,2,0,0,3693,-9277,3695,-9267,57,50
1960,5,6,6,5,1960,MS,1,2,0,3108,-9017,3113,-8997,123,10
1960,5,7,7,5,1960,AL,2,0,0,305,-8827,0,0,1,100
1960,5,7,7,5,1960,AL,2,0,0,305,-881,0,0,2,100
1960,5,7,7,5,1960,GA,2,0,0,321,-838,0,0,10,33
1960,5,7,7,5,1960,GA,2,0,0,3137,-8417,0,0,10,33
1960,5,8,8,5,1960,NC,1,0,0,3487,-783,350,-7813,132,27
1960,5,11,11,5,1960,MS,0,0,0,3252,-9015,0,0,1,10
1960,5,13,13,5,1960,CA,0,0,0,4155,-1240,0,0,1,10
1960,5,15,15,5,1960,CO,1,0,0,4032,-10468,0,0,5,17
1960,5,15,15,5,1960,KS,0,0,0,3713,-1020,0,0,10,200
1960,5,15,15,5,1960,KS,1,0,0,3923,-9722,0,0,1,10
1960,5,16,16,5,1960,AR,1,0,0,3617,-9458,3623,-9453,54,500
1960,5,16,16,5,1960,IL,1,0,0,3818,-8983,0,0,1,10
1960,5,16,16,5,1960,IL,1,0,0,382,-897,0,0,1,10
1960,5,16,16,5,1960,IL,1,0,0,4038,-9047,0,0,1,10
1960,5,16,16,5,1960,IL,2,0,0,406,-8965,0,0,1,10
1960,5,16,16,5,1960,IN,1,0,0,4085,-863,0,0,21,880
1960,5,16,16,5,1960,KS,1,0,0,395,-9707,3953,-9698,47,250
1960,5,16,16,5,1960,KS,2,0,0,392,-9733,0,0,3,100
1960,5,16,16,5,1960,KS,3,0,0,3977,-9648,3987,-9627,133,10
1960,5,16,16,5,1960,MO,1,0,0,4017,-9392,0,0,2,10
1960,5,16,16,5,1960,MO,2,0,0,402,-926,4028,-9243,87,17
1960,5,16,16,5,1960,NE,1,0,0,4015,-9595,0,0,1,10
1960,5,16,16,5,1960,OK,0,0,0,3593,-963,0,0,1,10
1960,5,17,17,5,1960,CO,1,0,0,394,-10448,0,0,1,10
1960,5,17,17,5,1960,CO,1,0,0,3935,-10445,0,0,1,10
1960,5,17,17,5,1960,CO,1,0,0,3947,-10248,3965,-10225,176,33
1960,5,17,17,5,1960,OK,0,0,0,3603,-9803,0,0,1,10
1960,5,17,17,5,1960,TX,0,0,0,3418,-10172,0,0,6,17
1960,5,17,17,5,1960,VA,1,0,0,3838,-7825,0,0,1,10
1960,5,18,18,5,1960,AR,2,0,0,3553,-9333,3555,-9327,38,1760
1960,5,18,18,5,1960,CO,2,0,0,398,-10283,0,0,1,10
1960,5,18,18,5,1960,KS,1,0,0,392,-9983,393,-9983,69,100
1960,5,18,18,5,1960,MO,0,0,0,3662,-9322,0,0,2,10
1960,5,18,18,5,1960,MO,1,0,0,3667,-9388,0,0,2,10
1960,5,18,18,5,1960,NE,0,0,0,4018,-10105,0,0,1,10
1960,5,18,18,5,1960,NE,0,0,0,4268,-9815,0,0,3,10
1960,5,18,18,5,1960,NE,0,0,0,4268,-9815,0,0,3,10
1960,5,18,18,5,1960,NE,1,0,0,4177,-9892,0,0,1,10
1960,5,18,18,5,1960,NE,2,1,0,4055,-10017,0,0,45,10
1960,5,18,18,5,1960,OK,0,0,0,3413,-9678,0,0,3,100
1960,5,18,18,5,1960,OK,0,0,0,345,-992,0,0,1,10
1960,5,18,18,5,1960,OK,1,0,0,3477,-9727,0,0,5,50
1960,5,18,18,5,1960,OK,1,0,0,3632,-9567,0,0,5,10
1960,5,18,18,5,1960,OK,1,0,0,3653,-9592,0,0,1,10
1960,5,18,18,5,1960,SD,0,0,0,4332,-10065,0,0,1,10
1960,5,18,18,5,1960,TX,0,0,0,3227,-9882,0,0,6,33
1960,5,19,19,5,1960,AR,1,0,0,354,-9272,3537,-9257,87,417
1960,5,19,19,5,1960,IN,2,0,0,4027,-8725,0,0,1,10
1960,5,19,19,5,1960,KS,0,0,0,391,-9567,0,0,1,10
1960,5,19,19,5,1960,KS,1,0,0,3753,-9552,0,0,20,10
1960,5,19,19,5,1960,KS,1,0,0,3717,-9483,0,0,1,10
1960,5,19,19,5,1960,KS,2,0,0,3912,-9567,3915,-9573,41,10
1960,5,19,19,5,1960,KS,3,1,0,3923,-9543,3922,-9522,115,10
1960,5,19,19,5,1960,KS,3,1,0,3922,-9522,3932,-950,133,10
1960,5,19,19,5,1960,KS,4,12,0,3915,-9633,3918,-9595,206,10
1960,5,19,19,5,1960,KS,4,92,1,3918,-9595,3923,-9543,275,880
1960,5,19,19,5,1960,MN,0,0,0,4365,-9353,0,0,1,10
1960,5,19,19,5,1960,MO,1,0,0,371,-9385,0,0,2,17
1960,5,19,19,5,1960,MO,1,0,0,3735,-9447,0,0,15,17
1960,5,19,19,5,1960,MO,1,0,0,388,-9375,0,0,2,17
1960,5,19,19,5,1960,MO,1,0,0,3978,-9308,0,0,15,40
1960,5,19,19,5,1960,NE,1,0,0,402,-955,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,349,-9825,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,345,-979,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,362,-959,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,354,-948,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,3595,-958,0,0,1,10
1960,5,19,19,5,1960,OK,0,0,0,3595,-958,0,0,1,10
1960,5,19,19,5,1960,OK,1,0,0,349,-9825,0,0,1,10
1960,5,19,19,5,1960,OK,1,0,0,3642,-9555,3647,-955,45,50
1960,5,19,19,5,1960,OK,1,0,0,3565,-9565,0,0,1,10
1960,5,19,19,5,1960,OK,1,0,0,363,-9543,0,0,1,10
1960,5,19,19,5,1960,OK,2,0,0,3533,-975,0,0,1,10
1960,5,19,19,5,1960,OK,2,0,0,3587,-9553,0,0,1,10
1960,5,20,20,5,1960,IA,1,0,0,422,-931,0,0,20,100
1960,5,20,20,5,1960,IL,0,0,0,393,-9055,0,0,1,30
