yr,mo,dy,dia,mes,year,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1950,1,3,3,1,1950,IL,3,3,0,391,-893,3912,-8923,36,130
1950,1,3,3,1,1950,MO,3,3,0,3877,-9022,3883,-9003,95,150
1950,1,3,3,1,1950,OH,1,1,0,4088,-8458,0,0,1,10
1950,1,13,13,1,1950,AR,3,1,1,344,-9437,0,0,6,17
1950,1,25,25,1,1950,IL,2,0,0,4117,-8733,0,0,1,100
1950,1,25,25,1,1950,MO,2,5,0,376,-9068,3763,-9065,23,300
1950,1,26,26,1,1950,TX,2,2,0,2688,-9812,2688,-9805,47,133
1950,2,11,11,2,1950,TX,2,0,0,2942,-9525,2952,-9513,99,400
1950,2,11,11,2,1950,TX,2,5,0,3235,-952,3242,-952,46,100
1950,2,11,11,2,1950,TX,2,6,0,3298,-9463,330,-947,45,67
1950,2,11,11,2,1950,TX,3,12,1,2967,-9505,2983,-950,120,1000
1950,2,12,12,2,1950,AR,2,0,0,3448,-924,0,0,1,100
1950,2,12,12,2,1950,AR,2,0,0,3327,-9295,3335,-9295,57,100
1950,2,12,12,2,1950,LA,1,0,0,326,-9133,0,0,5,33
1950,2,12,12,2,1950,LA,2,10,5,322,-9358,3297,-9317,584,100
1950,2,12,12,2,1950,LA,3,25,5,3163,-9365,3255,-9303,745,100
1950,2,12,12,2,1950,LA,4,77,18,3197,-940,330,-933,826,100
1950,2,12,12,2,1950,MS,1,0,0,346,-8912,0,0,20,10
1950,2,12,12,2,1950,MS,2,2,3,346,-8912,0,0,1,10
1950,2,12,12,2,1950,TX,1,0,0,3208,-9835,321,-9833,23,233
1950,2,12,12,2,1950,TX,1,32,0,318,-942,3188,-9412,77,100
1950,2,12,12,2,1950,TX,2,0,0,3152,-9655,3157,-9655,34,100
1950,2,12,12,2,1950,TX,2,8,1,3333,-9442,3345,-9442,80,833
1950,2,12,12,2,1950,TX,3,15,3,318,-942,318,-9418,19,50
1950,2,13,13,2,1950,TN,1,8,0,3535,-8977,0,0,2,10
1950,2,13,13,2,1950,TN,2,1,9,3575,-8948,0,0,2,10
1950,2,27,27,2,1950,OK,2,0,0,3555,-976,0,0,20,50
1950,3,1,1,3,1950,MS,1,0,0,325,-8885,0,0,1,10
1950,3,16,16,3,1950,FL,2,0,0,2965,-8122,0,0,15,150
1950,3,19,19,3,1950,LA,0,0,0,297,-901,2967,-898,181,27
1950,3,19,19,3,1950,LA,1,2,0,3045,-9345,0,0,20,33
1950,3,19,19,3,1950,LA,2,0,0,301,-910,0,0,10,50
1950,3,26,26,3,1950,AR,2,3,0,3412,-9307,3432,-9288,174,150
1950,3,26,26,3,1950,AR,2,7,0,347,-9235,348,-9222,104,600
1950,3,26,26,3,1950,AR,2,2,0,351,-914,3515,-9133,54,833
1950,3,26,26,3,1950,AR,3,1,0,3615,-9183,362,-9175,57,200
1950,3,26,26,3,1950,AR,3,20,0,3498,-9173,3508,-915,149,1760
1950,3,27,27,3,1950,IL,2,0,0,4057,-886,406,-8855,30,50
1950,3,27,27,3,1950,LA,1,2,0,3263,-9128,3273,-9105,153,17
1950,3,27,27,3,1950,LA,1,0,0,3092,-9113,0,0,5,27
1950,3,27,27,3,1950,MS,1,2,0,3473,-8827,0,0,1,10
1950,3,27,27,3,1950,MS,2,0,0,3313,-8957,3325,-8942,119,10
1950,3,27,27,3,1950,MS,2,7,0,3228,-9027,3298,-8982,593,50
1950,3,27,27,3,1950,MS,2,6,0,3228,-9027,3248,-8978,319,50
1950,3,27,27,3,1950,MS,2,0,0,3367,-8878,3372,-8873,47,10
1950,3,27,27,3,1950,MS,2,2,1,3317,-9055,0,0,1,10
1950,3,27,27,3,1950,OK,2,0,0,3485,-9575,0,0,1,77
1950,3,27,27,3,1950,TN,1,0,0,3568,-8577,0,0,2,10
1950,4,2,2,4,1950,AR,1,0,0,3598,-8992,0,0,8,100
1950,4,2,2,4,1950,AR,3,8,1,3575,-9122,0,0,25,10
1950,4,2,2,4,1950,OK,2,0,0,3582,-9702,0,0,10,100
1950,4,3,3,4,1950,OK,1,0,0,3613,-9583,0,0,10,33
1950,4,18,18,4,1950,AL,2,0,0,307,-8792,0,0,20,150
1950,4,18,18,4,1950,AL,3,15,0,3067,-882,3085,-881,140,100
1950,4,24,24,4,1950,LA,1,0,0,301,-9003,0,0,20,100
1950,4,27,27,4,1950,SC,1,0,0,3307,-800,0,0,7,37
1950,4,28,28,4,1950,KS,1,0,0,3812,-9585,3835,-9563,198,10
1950,4,28,28,4,1950,OK,2,0,0,3455,-962,0,0,8,100
1950,4,28,28,4,1950,OK,3,1,1,3488,-9928,3517,-992,208,400
1950,4,28,28,4,1950,OK,4,32,5,3508,-964,3513,-9635,45,200
1950,4,28,28,4,1950,TX,4,5,5,3242,-995,3242,-9948,13,233
1950,4,29,29,4,1950,MS,2,0,0,3127,-8983,3138,-897,113,100
1950,4,29,29,4,1950,TX,1,0,0,319,-986,3173,-986,115,200
1950,5,1,1,5,1950,LA,0,0,0,3175,-9225,0,0,10,100
1950,5,1,1,5,1950,LA,1,0,0,317,-933,0,0,20,100
1950,5,1,1,5,1950,LA,1,0,0,3195,-9263,3205,-924,154,150
1950,5,1,1,5,1950,LA,1,2,0,3138,-9173,0,0,10,100
1950,5,1,1,5,1950,LA,2,7,0,3155,-929,3157,-9285,36,100
1950,5,1,1,5,1950,MS,1,0,0,3173,-9107,0,0,1,10
1950,5,1,1,5,1950,MS,1,0,0,3155,-9138,0,0,1,10
1950,5,2,2,5,1950,LA,1,1,0,3167,-929,320,-925,328,150
1950,5,2,2,5,1950,LA,2,5,1,3155,-9197,0,0,20,100
1950,5,4,4,5,1950,IA,1,0,0,4095,-9573,0,0,1,10
1950,5,4,4,5,1950,KS,1,0,0,3868,-9932,0,0,1,10
1950,5,4,4,5,1950,KS,4,1,0,3803,-9912,3845,-9878,343,150
1950,5,4,4,5,1950,OK,1,0,0,3558,-9917,0,0,1,10
1950,5,4,4,5,1950,OK,2,0,0,3525,-9955,3532,-995,56,293
1950,5,4,4,5,1950,OK,2,0,0,3657,-9957,0,0,10,100
1950,5,4,4,5,1950,TX,2,13,1,364,-1008,3642,-10077,19,50
1950,5,5,5,5,1950,KS,3,12,0,3962,-9562,3985,-9552,173,440
1950,5,7,7,5,1950,OK,1,0,0,363,-998,0,0,1,10
1950,5,7,7,5,1950,OK,1,0,0,360,-970,0,0,1,10
1950,5,7,7,5,1950,OK,2,3,0,3612,-9783,3617,-9778,43,10
1950,5,8,8,5,1950,FL,1,0,0,2913,-8135,0,0,3,30
1950,5,8,8,5,1950,IA,2,0,0,4103,-9527,4102,-9522,1,200
1950,5,8,8,5,1950,KS,1,1,0,394,-9765,0,0,1,10
1950,5,8,8,5,1950,KS,1,0,0,3972,-9777,0,0,1,10
1950,5,8,8,5,1950,KS,2,0,0,3935,-9848,3947,-983,126,660
1950,5,8,8,5,1950,KS,2,1,0,3957,-983,3963,-982,68,10
1950,5,8,8,5,1950,KS,2,2,0,3923,-9895,3923,-9858,196,440
1950,5,8,8,5,1950,NE,2,1,0,4038,-958,4028,-9568,88,467
1950,5,8,8,5,1950,SD,1,0,0,4338,-9797,0,0,10,10
1950,5,9,9,5,1950,KS,1,0,0,392,-9658,0,0,1,10
1950,5,9,9,5,1950,OK,1,0,0,3477,-9683,0,0,8,200
1950,5,10,10,5,1950,WY,2,0,0,4118,-11042,0,0,20,33
1950,5,11,11,5,1950,OK,1,0,0,3682,-10052,0,0,5,77
1950,5,12,12,5,1950,NC,0,0,0,3573,-784,0,0,10,200
1950,5,12,12,5,1950,NC,1,0,0,3575,-7742,0,0,20,10
1950,5,12,12,5,1950,NC,1,0,0,3573,-784,0,0,10,200
1950,5,13,13,5,1950,LA,1,0,0,3115,-9195,0,0,20,27
1950,5,14,14,5,1950,NC,1,0,0,353,-798,3533,-7975,38,50
1950,5,14,14,5,1950,NC,2,5,0,350,-8068,0,0,20,10
1950,5,14,14,5,1950,TX,1,0,0,2953,-9545,0,0,10,100
1950,5,15,15,5,1950,FL,1,0,0,2858,-8137,0,0,1,10
1950,5,15,15,5,1950,FL,2,0,0,285,-8137,0,0,1,10
1950,5,15,15,5,1950,TX,2,0,0,2978,-9883,2967,-9857,180,10
1950,5,16,16,5,1950,KS,2,0,0,3755,-9842,0,0,2,200
1950,5,16,16,5,1950,OK,1,1,0,3582,-9912,3587,-990,73,100
1950,5,18,18,5,1950,KS,0,0,0,3985,-983,0,0,1,10
1950,5,18,18,5,1950,KS,3,2,0,3812,-9682,3833,-9682,149,100
1950,5,18,18,5,1950,NE,1,0,0,4022,-10063,0,0,7,333
1950,5,19,19,5,1950,KS,0,0,0,3782,-9685,0,0,1,10
1950,5,22,22,5,1950,OK,1,0,0,3567,-9923,0,0,15,100
1950,5,23,23,5,1950,KS,0,0,0,3975,-9932,0,0,2,250
1950,5,24,24,5,1950,KS,1,0,0,3938,-9697,3945,-9678,107,40
1950,5,24,24,5,1950,KS,2,1,0,3727,-9948,3728,-9942,36,77
1950,5,24,24,5,1950,OK,2,2,0,3645,-9903,0,0,10,33
1950,5,25,25,5,1950,TX,1,0,0,3267,-10188,3265,-10185,30,880
1950,5,29,29,5,1950,LA,1,13,0,321,-939,0,0,10,27
1950,5,29,29,5,1950,LA,1,0,0,3167,-937,0,0,10,27
1950,5,29,29,5,1950,OK,1,0,0,3638,-9527,0,0,10,33
1950,5,29,29,5,1950,TX,1,0,0,3335,-9692,333,-9692,34,267
1950,5,30,30,5,1950,GA,1,0,0,3475,-8492,0,0,5,10
1950,5,31,31,5,1950,NC,1,0,0,3542,-7725,0,0,1,10
1950,6,3,3,6,1950,MS,3,1,2,3308,-8958,0,0,20,50
1950,6,4,4,6,1950,GA,0,0,0,3368,-8493,0,0,20,200
1950,6,4,4,6,1950,GA,1,1,0,3385,-8425,3385,-842,33,10
1950,6,5,5,6,1950,TX,1,2,0,299,-964,2972,-9607,237,10
1950,6,5,5,6,1950,TX,3,6,0,3018,-964,3002,-9605,239,67
1950,6,7,7,6,1950,GA,1,0,0,3303,-8415,0,0,20,300
1950,6,7,7,6,1950,WY,1,0,0,4308,-1045,0,0,2,10
1950,6,8,8,6,1950,KS,4,5,1,3833,-9793,3833,-976,171,700
1950,6,9,9,6,1950,MO,1,0,0,380,-9222,3802,-9217,27,220
1950,6,9,9,6,1950,OK,1,0,0,368,-9725,0,0,1,100
1950,6,13,13,6,1950,IL,1,0,0,4195,-8977,0,0,1,10
1950,6,13,13,6,1950,ND,3,0,0,468,-9792,0,0,20,10
1950,6,13,13,6,1950,NE,2,101,0,426,-9788,4265,-9782,41,10
1950,6,14,14,6,1950,ND,3,0,0,4892,-10377,4878,-10328,237,10
1950,6,14,14,6,1950,WY,1,0,0,4413,-10418,0,0,2,10
1950,6,15,15,6,1950,IA,3,5,0,4198,-936,4197,-9348,56,300
1950,6,15,15,6,1950,MN,2,4,0,4658,-9633,4652,-9633,46,67
1950,6,15,15,6,1950,MO,1,0,0,397,-9207,0,0,2,100
1950,6,16,16,6,1950,KS,1,0,0,3828,-10128,387,-10113,299,10
1950,6,19,19,6,1950,TX,0,0,0,3608,-10253,3608,-10225,158,167
1950,6,22,22,6,1950,NE,0,0,0,4018,-9803,402,-9798,19,10
1950,6,25,25,6,1950,KS,0,0,0,3777,-9747,0,0,1,10
1950,6,25,25,6,1950,KS,0,0,0,395,-9962,0,0,1,10
1950,6,25,25,6,1950,WI,1,0,0,4542,-910,0,0,5,10
1950,6,25,25,6,1950,WI,2,0,0,4557,-903,4557,-9012,84,10
1950,6,25,25,6,1950,WI,2,0,1,4483,-9035,4497,-9028,78,17
1950,6,25,25,6,1950,WI,3,0,0,4395,-8895,4397,-8893,1,300
1950,6,25,25,6,1950,WI,4,12,2,4558,-8958,4567,-8933,131,880
1950,7,1,1,7,1950,IA,2,0,0,4245,-9192,0,0,140,10
1950,7,1,1,7,1950,KS,1,1,0,393,-9692,0,0,1,10
1950,7,1,1,7,1950,KS,2,0,0,387,-9708,0,0,1,10
1950,7,2,2,7,1950,KS,2,0,0,3847,-10088,0,0,10,90
1950,7,3,3,7,1950,IN,0,0,0,4165,-863,0,0,1,10
1950,7,5,5,7,1950,PA,2,2,0,4058,-757,4065,-7547,129,10
1950,7,5,5,7,1950,PA,2,0,0,406,-7675,0,0,1,13
1950,7,8,8,7,1950,KS,1,0,0,3982,-968,0,0,10,90
1950,7,11,11,7,1950,NM,1,0,0,3528,-10352,3533,-10348,38,500
1950,7,12,12,7,1950,CT,2,0,0,4157,-7257,0,0,100,10
1950,7,14,14,7,1950,CT,2,3,0,4127,-735,0,0,50,100
1950,7,15,15,7,1950,NE,4,33,0,418,-966,4173,-9642,100,440
1950,7,16,16,7,1950,IL,1,0,0,4108,-8843,0,0,10,33
1950,7,18,18,7,1950,KS,1,0,0,3768,-9552,0,0,1,10
1950,7,19,19,7,1950,IN,1,0,0,4022,-8715,4018,-8707,43,200
1950,7,19,19,7,1950,IN,2,0,0,4107,-8508,4108,-8508,11,100
1950,7,19,19,7,1950,MO,1,0,0,3842,-9277,0,0,15,440
1950,7,19,19,7,1950,OH,2,0,0,408,-8462,4082,-8458,1,200
1950,7,19,19,7,1950,OH,3,30,0,4072,-8408,4083,-8397,97,300
1950,7,22,22,7,1950,CO,0,0,0,4052,-10457,0,0,1,10
1950,7,24,24,7,1950,PA,0,0,0,4163,-7968,0,0,1,10
1950,7,26,26,7,1950,NC,1,0,0,3553,-774,0,0,1,10
1950,7,27,27,7,1950,NC,1,0,0,354,-8057,0,0,1,10
1950,8,2,2,8,1950,NM,1,0,0,3412,-10723,3402,-1073,79,100
1950,8,5,5,8,1950,CO,2,1,0,4073,-10255,4068,-10247,1,10
1950,8,6,6,8,1950,KS,1,0,0,3993,-1010,0,0,1,10
1950,8,6,6,8,1950,KS,2,0,0,3797,-10077,0,0,1,10
1950,8,6,6,8,1950,KS,2,0,0,3913,-10063,3912,-10047,87,10
1950,8,8,8,8,1950,MO,1,0,0,3713,-9338,0,0,20,10
1950,8,9,9,8,1950,WV,1,0,0,3928,-8138,0,0,50,10
1950,8,11,11,8,1950,MD,1,0,0,3933,-7587,0,0,60,10
1950,8,24,24,8,1950,AR,2,7,0,344,-9143,3443,-9138,36,200
1950,8,28,28,8,1950,KS,1,0,0,3747,-10082,3742,-1007,72,10
1950,8,29,29,8,1950,PA,1,0,0,4022,-750,0,0,10,10
1950,8,30,30,8,1950,FL,1,0,0,2973,-8498,0,0,5,50
1950,8,31,31,8,1950,FL,0,0,0,308,-852,0,0,1,10
1950,9,15,15,9,1950,OK,2,6,0,350,-9625,3507,-9617,68,100
1950,9,16,16,9,1950,OK,0,0,0,3483,-9585,0,0,1,10
1950,9,21,21,9,1950,NE,1,0,0,4072,-9682,4072,-9638,225,67
1950,10,1,1,10,1950,OK,1,0,0,3673,-10252,3688,-1023,158,10
1950,10,9,9,10,1950,NC,3,3,0,3417,-786,0,0,20,880
1950,11,4,4,11,1950,PA,3,1,0,402,-7612,404,-7593,159,100
1950,11,20,20,11,1950,KY,1,0,0,382,-845,0,0,1,10
1950,11,20,20,11,1950,KY,2,0,0,3737,-872,0,0,1,10
1950,11,20,20,11,1950,MS,1,3,0,3242,-8913,0,0,20,37
1950,12,2,2,12,1950,AR,3,0,0,3612,-9183,3618,-9172,78,10
1950,12,2,2,12,1950,IL,1,0,0,3817,-8978,3822,-8962,96,50
1950,12,2,2,12,1950,IL,2,3,1,3897,-9005,3907,-8972,188,50
1950,12,2,2,12,1950,IL,3,25,2,3875,-8967,389,-8938,180,200
1951,1,6,6,1,1951,LA,3,11,0,313,-9247,3153,-924,168,317
1951,1,11,11,1,1951,CA,2,0,0,3737,-12212,3742,-12203,57,10
1951,2,1,1,2,1951,VA,1,0,0,3737,-7878,0,0,1,50
1951,2,6,6,2,1951,LA,1,0,0,305,-920,0,0,5,33
1951,2,6,6,2,1951,LA,1,0,0,3048,-9042,3053,-9037,49,33
1951,2,19,19,2,1951,OK,0,0,0,3515,-9745,0,0,1,100
1951,2,19,19,2,1951,OK,2,5,0,3527,-9818,3583,-9783,439,20
1951,2,20,20,2,1951,AL,2,2,0,3367,-877,0,0,1,123
1951,2,20,20,2,1951,AR,2,3,0,346,-9202,3555,-904,1128,333
1951,2,20,20,2,1951,KY,2,0,0,3827,-8505,0,0,1,73
1951,2,20,20,2,1951,MS,1,0,0,3347,-8848,0,0,1,10
1951,2,20,20,2,1951,MS,3,1,1,3345,-8887,0,0,1,10
1951,3,2,2,3,1951,KS,0,0,0,3983,-9572,0,0,1,10
1951,3,2,2,3,1951,KS,3,0,0,3943,-9855,396,-9787,381,10
1951,3,12,12,3,1951,FL,2,0,0,271,-8248,0,0,20,77
1951,3,28,28,3,1951,TX,1,0,0,3137,-956,0,0,5,17
1951,3,29,29,3,1951,IN,2,2,0,3978,-8577,3982,-8572,30,400
1951,3,30,30,3,1951,PA,1,0,0,3983,-7723,0,0,1,20
1951,4,5,5,4,1951,OK,2,0,0,3532,-9755,3537,-9747,57,127
1951,4,5,5,4,1951,OK,2,2,0,3523,-9772,0,0,2,100
1951,4,5,5,4,1951,OK,2,2,0,3653,-9892,3657,-9887,36,33
1951,4,20,20,4,1951,KS,0,0,0,3712,-10177,0,0,1,10
1951,4,20,20,4,1951,TX,2,0,0,3392,-9845,0,0,15,17
1951,4,21,21,4,1951,LA,0,2,0,3172,-9225,0,0,10,33
1951,4,21,21,4,1951,LA,0,1,0,3233,-9232,0,0,10,33
1951,4,21,21,4,1951,MS,1,0,0,3207,-8952,0,0,1,10
1951,4,21,21,4,1951,MS,3,16,2,3168,-8925,3215,-8912,335,10
1951,4,24,24,4,1951,OK,0,0,0,3578,-990,0,0,1,10
1951,4,24,24,4,1951,OK,1,0,0,3463,-996,0,0,25,10
1951,4,24,24,4,1951,OK,1,0,0,3675,-974,0,0,1,10
1951,4,26,26,4,1951,KS,0,0,0,3747,-10152,3773,-1011,292,10
1951,4,26,26,4,1951,KS,0,0,0,3707,-10093,0,0,10,10
1951,4,26,26,4,1951,KS,1,0,0,3717,-10162,0,0,1,10
1951,4,26,26,4,1951,KS,1,0,0,3708,-10177,0,0,1,10
1951,4,26,26,4,1951,OK,1,0,0,3682,-10053,0,0,1,10
1951,4,27,27,4,1951,OK,1,2,0,3633,-982,0,0,8,200
1951,4,28,28,4,1951,OH,2,5,0,410,-8367,411,-834,152,10
1951,4,29,29,4,1951,NJ,1,2,0,409,-746,0,0,5,400
1951,4,30,30,4,1951,KS,0,0,0,371,-965,0,0,1,10
1951,4,30,30,4,1951,KS,3,0,0,3763,-9875,3777,-9858,128,440
1951,4,30,30,4,1951,NE,1,0,0,4108,-980,0,0,3,50
1951,4,30,30,4,1951,OK,1,0,0,3462,-9808,0,0,1,10
1951,4,30,30,4,1951,OK,2,0,0,355,-9758,0,0,15,200
1951,4,30,30,4,1951,OK,3,0,0,3543,-9758,355,-9748,74,200
1951,5,2,2,5,1951,KS,1,0,0,3903,-958,0,0,1,10
1951,5,2,2,5,1951,KS,1,0,0,394,-954,0,0,1,10
1951,5,3,3,5,1951,MI,2,0,0,427,-8405,4273,-840,23,150
1951,5,8,8,5,1951,KS,1,0,0,3838,-10155,0,0,1,10
1951,5,9,9,5,1951,KS,0,0,0,3878,-9555,0,0,1,10
1951,5,9,9,5,1951,KS,1,0,0,393,-955,3933,-9547,23,10
1951,5,9,9,5,1951,OK,1,0,0,3445,-9832,0,0,1,10
1951,5,9,9,5,1951,OK,2,1,0,340,-966,3418,-9647,148,100
1951,5,9,9,5,1951,TX,2,0,0,3393,-9868,3393,-9877,49,33
1951,5,11,11,5,1951,PA,2,1,0,4012,-7912,4005,-7898,80,10
1951,5,11,11,5,1951,VA,1,0,0,3755,-7673,0,0,1,10
1951,5,13,13,5,1951,KS,1,0,0,3908,-995,0,0,1,10
1951,5,13,13,5,1951,NE,0,0,0,4158,-9993,0,0,1,10
1951,5,14,14,5,1951,KS,2,0,0,3937,-10137,0,0,1,10
1951,5,14,14,5,1951,KS,2,0,0,370,-1019,0,0,1,10
1951,5,14,14,5,1951,KS,3,4,0,3978,-10133,0,0,1,10
1951,5,14,14,5,1951,OK,2,0,0,369,-1019,0,0,1,10
1951,5,14,14,5,1951,OK,2,0,0,3687,-1019,0,0,1,10
1951,5,15,15,5,1951,TX,1,0,0,345,-1023,0,0,1,10
1951,5,16,16,5,1951,OK,0,0,0,352,-9987,0,0,1,10
1951,5,17,17,5,1951,CO,0,0,0,3933,-10462,0,0,1,10
1951,5,18,18,5,1951,OK,1,0,0,3478,-9828,0,0,1,10
1951,5,18,18,5,1951,OK,1,0,0,3478,-9827,0,0,1,10
1951,5,18,18,5,1951,OK,1,0,0,3478,-9823,0,0,1,10
1951,5,18,18,5,1951,TX,4,100,2,3342,-9875,0,0,20,200
1951,5,19,19,5,1951,OK,0,0,0,3543,-9963,0,0,1,220
1951,5,19,19,5,1951,OK,1,0,0,3533,-9987,0,0,1,10
1951,5,19,19,5,1951,OK,2,0,0,360,-9895,0,0,20,67
1951,5,20,20,5,1951,CO,0,0,0,4098,-10227,0,0,1,10
1951,5,20,20,5,1951,CO,0,0,0,4098,-10227,4102,-10215,61,10
1951,5,20,20,5,1951,CO,1,0,0,4098,-10227,4105,-10208,103,10
1951,5,20,20,5,1951,KS,2,0,0,3797,-10125,0,0,10,10
1951,5,20,20,5,1951,KS,3,0,0,379,-1012,3802,-10102,128,900
1951,5,20,20,5,1951,KS,3,0,0,3978,-10138,0,0,1,10
1951,5,21,21,5,1951,KS,1,0,0,3753,-10175,0,0,1,10
1951,5,21,21,5,1951,KS,2,0,0,3903,-9697,0,0,1,10
1951,5,23,23,5,1951,GA,1,0,0,3183,-815,0,0,3,300
1951,5,23,23,5,1951,GA,2,0,0,313,-8383,3127,-8368,92,50
1951,5,24,24,5,1951,TX,1,0,1,3337,-999,0,0,5,20
1951,5,25,25,5,1951,KS,1,0,0,3945,-975,0,0,1,10
1951,5,25,25,5,1951,KS,2,0,0,3993,-9743,0,0,1,10
1951,5,25,25,5,1951,KS,3,0,1,3927,-9718,3932,-9713,41,440
1951,5,25,25,5,1951,MO,1,0,0,404,-9517,0,0,2,10
1951,5,26,26,5,1951,FL,1,0,0,3018,-8263,0,0,1,10
1951,5,26,26,5,1951,FL,1,0,3,2985,-8468,0,0,1,10
1951,5,30,30,5,1951,KS,0,0,0,3928,-9702,0,0,1,10
1951,5,30,30,5,1951,KS,0,0,0,3947,-9573,0,0,1,10
1951,5,30,30,5,1951,KS,0,0,0,394,-9603,0,0,1,10
1951,5,30,30,5,1951,KS,0,0,0,3925,-9658,0,0,1,10
1951,5,30,30,5,1951,KS,0,0,0,394,-9718,0,0,1,10
1951,5,30,30,5,1951,KS,1,0,0,3883,-9927,3887,-9932,30,10
1951,5,30,30,5,1951,KS,1,0,0,3913,-9705,3922,-9693,83,10
1951,5,30,30,5,1951,KS,1,0,0,3935,-9645,394,-9632,77,10
1951,5,30,30,5,1951,NE,1,0,0,4047,-10155,0,0,20,33
1951,5,30,30,5,1951,NE,2,7,0,419,-1035,4173,-10318,197,10
1951,5,31,31,5,1951,KS,2,0,0,3937,-954,394,-9535,30,440
1951,5,31,31,5,1951,TX,1,0,0,3577,-10138,0,0,5,17
1951,6,1,1,6,1951,IA,3,7,0,4207,-9292,0,0,15,880
1951,6,1,1,6,1951,KS,1,0,0,3973,-9798,3978,-9778,110,10
1951,6,1,1,6,1951,MI,1,1,0,4275,-8475,0,0,5,10
1951,6,5,5,6,1951,NM,0,0,0,331,-1048,0,0,20,10
1951,6,5,5,6,1951,OK,2,0,0,3653,-1018,0,0,1,10
1951,6,6,6,6,1951,CO,2,1,0,3873,-10358,3877,-1035,47,217
1951,6,6,6,6,1951,KS,0,0,0,3777,-9857,0,0,1,10
1951,6,6,6,6,1951,KS,0,0,0,3752,-9882,0,0,1,10
1951,6,6,6,6,1951,KS,1,0,0,3888,-9992,3893,-9988,30,400
1951,6,6,6,6,1951,KS,1,0,0,3763,-989,3765,-9873,90,10
1951,6,6,6,6,1951,KS,1,0,0,3778,-9887,0,0,1,10
1951,6,6,6,6,1951,KS,1,0,0,3918,-9903,0,0,1,10
1951,6,6,6,6,1951,KS,1,0,0,3768,-9712,0,0,1,10
1951,6,6,6,6,1951,KS,2,3,0,3758,-10133,0,0,1,10
1951,6,6,6,6,1951,KS,3,3,0,3758,-10137,3703,-10093,448,10
1951,6,6,6,6,1951,OK,0,0,0,3483,-9947,0,0,2,33
1951,6,6,6,6,1951,OK,2,0,0,347,-977,3473,-9765,38,450
1951,6,6,6,6,1951,TX,0,0,0,3562,-10147,0,0,1,10
1951,6,6,6,6,1951,TX,0,0,0,3555,-10097,0,0,1,10
1951,6,6,6,6,1951,TX,1,0,0,3523,-10182,0,0,1,10
1951,6,6,6,6,1951,TX,2,0,0,3443,-1002,3443,-10013,36,1760
1951,6,6,6,6,1951,TX,3,12,0,3543,-10118,3532,-10107,104,100
1951,6,7,7,6,1951,OK,1,1,0,3645,-9575,3648,-9565,57,33
1951,6,7,7,6,1951,OK,2,0,0,345,-990,0,0,5,100
1951,6,7,7,6,1951,OK,2,1,0,3557,-9527,0,0,1,10
1951,6,8,8,6,1951,AL,2,2,0,3497,-8643,0,0,1,100
1951,6,8,8,6,1951,KS,1,0,0,3842,-9562,0,0,8,600
1951,6,8,8,6,1951,KS,2,0,0,3888,-9535,0,0,1,10
1951,6,8,8,6,1951,MO,1,0,0,3793,-9188,0,0,1,10
1951,6,8,8,6,1951,OK,1,0,0,3667,-9733,0,0,3,200
1951,6,8,8,6,1951,OK,1,0,0,3437,-9872,0,0,1,10
1951,6,8,8,6,1951,OK,3,0,0,3538,-988,3533,-9862,109,173
1951,6,9,9,6,1951,MS,0,0,0,329,-9072,0,0,20,10
1951,6,9,9,6,1951,NC,1,0,0,360,-7833,3603,-7828,38,30
1951,6,13,13,6,1951,NC,1,0,0,344,-7753,0,0,10,20
1951,6,13,13,6,1951,VA,2,12,0,3755,-7748,376,-7743,41,350
1951,6,14,14,6,1951,CO,1,0,0,390,-10425,0,0,1,10
1951,6,14,14,6,1951,ND,0,0,0,4677,-10045,0,0,1,10
1951,6,15,15,6,1951,KS,0,0,0,3907,-9582,0,0,5,100
1951,6,15,15,6,1951,TX,1,6,0,3245,-10002,3245,-9993,49,20
1951,6,16,16,6,1951,TX,2,0,0,3245,-9742,3245,-9717,145,20
1951,6,17,17,6,1951,KS,0,0,0,380,-10178,0,0,1,10
1951,6,17,17,6,1951,KS,0,0,0,3907,-10023,0,0,7,10
1951,6,17,17,6,1951,KS,0,0,0,3907,-1003,0,0,1,10
1951,6,17,17,6,1951,KS,0,0,0,3862,-9508,0,0,1,10
1951,6,18,18,6,1951,CO,2,0,0,3815,-10397,3818,-10342,299,10
1951,6,19,19,6,1951,IA,1,0,0,4338,-9625,0,0,5,17
1951,6,19,19,6,1951,KS,0,0,0,371,-991,0,0,1,10
1951,6,19,19,6,1951,MN,4,20,1,4488,-9437,4522,-9335,526,330
1951,6,19,19,6,1951,NE,1,0,0,4295,-10388,4298,-10378,47,110
1951,6,19,19,6,1951,WI,2,0,0,4362,-885,0,0,10,467
1951,6,20,20,6,1951,KS,1,0,0,3928,-10095,0,0,1,10
1951,6,20,20,6,1951,KS,2,0,0,3847,-10137,3848,-10047,486,10
1951,6,20,20,6,1951,OK,1,0,0,363,-9818,0,0,1,10
1951,6,21,21,6,1951,IN,3,4,0,4112,-8648,4112,-8635,54,1760
1951,6,21,21,6,1951,KS,1,0,0,3937,-9888,394,-9847,222,10
1951,6,21,21,6,1951,KS,2,0,0,3853,-9932,0,0,1,10
1951,6,21,21,6,1951,OK,1,0,0,3663,-10278,3667,-10272,43,10
